COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
AI,Lesser Antillean dry forests,225,60,106,101,119,124,164994048.00000000,154000128.00000000,0.05925925925925925926,0.05555555555555555556
AI,,2381,161,301,,2080,,345445779.08441831,,0.01681457262961233069,
AL,Balkan mixed forests,33,16,29,24,4,9,19196509.090909090909,59356800.000000000000,0.00000000000000000000,0.07142857142857142857
AL,Dinaric Mountains mixed forests,425,129,366,354,59,71,21926287.058823529412,29040768.000000000000,0.04385964912280701754,0.05309734513274336283
AL,Illyrian deciduous forests,4492,637,2780,1960,1712,2532,60358266.785396260018,124266415.67230632,0.06661080854629241726,0.08336057535142203334
AL,Pindus Mountains mixed forests,725,244,462,441,263,284,83699076.413793103448,110100652.13793103,0.06842105263157894737,0.06750000000000000000
AL,,1066,308,577,,489,,50773697.560975609756,,0.07692307692307692308,
AM,Caucasus mixed forests,3731,382,1580,1124,2151,2607,39202766.872152238006,100891162.69096757,0.06569082470546233488,0.06102362204724409449
AM,Eastern Anatolian montane steppe,8391,547,4546,3579,3845,4812,36594379.692527708259,66533704.397568823740,0.09984717269485481406,0.08589440504334121355
AO,Angolan Miombo woodlands,2566,123,1985,1680,581,886,41339369.602494154326,55197074.356975837880,0.11774193548387096774,0.22710812209001551992
AO,Angolan Mopane woodlands,91,31,47,23,44,68,36803551.648351648352,100247736.263736263736,0.00000000000000000000,0.02816901408450704225
AO,Angolan montane forest-grassland mosaic,1647,109,1089,1063,558,584,60485927.868852459016,65420170.491803278689,0.17578125000000000000,0.17970565453137103021
AO,Angolan scarp savanna and woodlands,2575,177,1752,1589,823,986,31788489.320388349515,39005254.834951456311,0.19420131291028446389,0.17929562433297758805
AO,Central African mangroves,16,2,16,2,0,14,907200.000000000000,76658400.000000000000,,0.00000000000000000000
AO,Central Zambezian Miombo woodlands,46,3,46,10,0,36,108939.130434782609,269151026.08695652,,0.00000000000000000000
AO,Kaokoveld desert,499,89,432,410,67,89,20698080.961923847695,26852912.224448897796,0.09634551495016611296,0.09717868338557993730
AO,Namibian savanna woodlands,162,74,126,84,36,78,38835200.000000000000,162313600.00000000,0.07692307692307692308,0.17518248175182481752
AO,Southern Congolian forest-savanna mosaic,10,2,10,10,0,0,155520.000000000000,155520.000000000000,,
AO,Western Congolian forest-savanna mosaic,1370,94,1063,963,307,407,48060409.927007299270,84768112.116788321168,0.23353909465020576132,0.25619047619047619048
AO,Zambezian Baikiaea woodlands,590,171,376,287,214,303,90161768.135593220339,135456016.27118644,0.19347319347319347319,0.16338582677165354331
AO,Zambezian flooded grasslands,5,4,5,2,0,3,103680.000000000000,92638080.000000000000,0.00000000000000000000,0.00000000000000000000
AO,,332,114,226,,106,,26456356.626506024096,,0.07329842931937172775,
AQ,Marielandia Antarctic tundra,3561,1187,2346,2233,1215,1328,61277083.066554338669,71775568.660488626790,0.16008676789587852495,0.19143576826196473552
AQ,Maudlandia Antarctic desert,173,68,101,94,72,79,41922978.034682080925,52932735.260115606936,0.03296703296703296703,0.02061855670103092784
AQ,Rock and Ice,20,18,18,17,2,3,11914560.000000000000,14402880.000000000000,0.50000000000000000000,0.40000000000000000000
AQ,Scotia Sea Islands tundra,1419,748,974,894,445,525,47478717.970401691332,63827071.458773784355,0.18720379146919431280,0.17460317460317460317
AQ,,28705,1977,19526,,9179,,41519556.871625152412,,0.15658619447161167447,0.00000000000000000000
AR,Alto Paraná Atlantic forests,48276,3385,16281,12413,31995,35863,238082054.58612975,328937347.65100671,0.12816103090785776572,0.10548228781429535041
AR,Araucaria moist forests,6298,480,1554,1606,4744,4692,200860464.65544617,191680677.29437917,0.13032497053375989224,0.13242240215924426451
AR,Central Andean dry puna,2918,424,975,828,1943,2090,145948638.79369431,163899349.14324880,0.16826003824091778203,0.14488955447397978285
AR,Central Andean puna,20896,1271,10558,7746,10338,13150,130444182.082695252680,176730840.27565084,0.23204018978509628803,0.22045357751277683135
AR,Dry Chaco,114107,3266,23482,10872,90625,103235,203949923.21242343,276489645.76756904,0.07015588060045745478,0.04005714649704712766
AR,Espinal,84535,2627,12234,5583,72301,78952,298300095.91293547,364994731.85781037,0.03446268335590345892,0.01933880858251428991
AR,High Monte,17021,1686,8767,6162,8254,10859,116756851.418835556078,173083022.05510840,0.16714872887806363221,0.14544208361891706648
AR,Humid Chaco,40299,1966,12920,8241,27379,32058,184745538.06297923,247022857.02374749,0.12726138490330630069,0.09712953284554152931
AR,Humid Pampas,184144,6980,29771,15485,154373,168659,334075378.55591276,411581284.83795291,0.04661988054100910786,0.02489536647393570313
AR,Low Monte,45916,2559,12569,7507,33347,38409,177244357.59212475,250114451.78151407,0.09386683833906950256,0.07020240840379195491
AR,Magellanic subpolar forests,33759,3549,14421,12122,19338,21637,158254234.07091442,186310998.02719275,0.11686960542540073983,0.10690850106908501069
AR,Paraná flooded savanna,24103,1874,4747,3128,19356,20975,184412399.45235033,221392549.37559640,0.08780730296456977585,0.05310669778501915540
AR,Patagonian steppe,100407,3786,27168,15463,73239,84944,195077419.12814844,329320711.58385372,0.08831652931533918667,0.05566036730299832656
AR,Rock and Ice,2,2,2,2,0,0,0.00000000000000000000,0.00000000000000000000,,
AR,Southern Andean Yungas,41911,1717,13625,9928,28286,31983,187896024.62360717,242319807.43957434,0.14599665169673939040,0.12080726954462378047
AR,Southern Andean steppe,6852,910,3314,2288,3538,4564,118416269.00175131,195733399.64973730,0.24204058834481474586,0.18821936357481381178
AR,Southern Cone Mesopotamian savanna,15851,1236,4297,3421,11554,12430,166940601.75383257,186998805.17317519,0.11197261804973456273,0.09394415238615416126
AR,Uruguayan savanna,253,107,102,72,151,181,109548028.45849802,168687974.70355731,0.18181818181818181818,0.13513513513513513514
AR,Valdivian temperate forests,36338,2029,7978,4757,28360,31581,259950218.68016952,317799343.67328967,0.03697457187337830825,0.02583126400581430561
AR,,66220,6595,22170,,44050,,232136229.44125642,,0.09327694485787926090,0.00000000000000000000
AS,Samoan tropical moist forests,758,119,513,454,245,304,5650537.203166226913,9458178.364116094987,0.03539823008849557522,0.03045685279187817259
AS,,438,89,322,,116,,10149632.876712328767,,0.02793296089385474860,
AT,Alps conifer and mixed forests,42360,3326,8860,5016,33500,37344,295916712.06798867,352409900.73654391,0.01452393760086067778,0.01152295487059435557
AT,Central European mixed forests,1639,447,671,566,968,1073,117400889.32275778,125274517.63270287,0.01217391304347826087,0.00491400491400491400
AT,Pannonian mixed forests,46336,4035,12768,9086,33568,37250,238260744.82044199,277969171.20165746,0.03112295721939531002,0.02575929426591052300
AT,Western European broadleaf forests,16693,2299,4607,2416,12086,14277,185905580.35104535,270831330.21026778,0.01916836465172439816,0.01440301521066092341
AU,Antipodes Subantarctic Islands tundra,1061,211,657,638,404,423,59743767.766258246937,63031446.559849198869,0.01055408970976253298,0.02713178294573643411
AU,Arnhem Land tropical savanna,94048,3072,32526,27003,61522,67045,241387944.74310990,294975346.34229330,0.06748457995528860398,0.05946947906679450304
AU,Australian Alps montane grasslands,5906,1193,1479,1785,4427,4121,246073812.39417541,189216058.51676261,0.02517834662190516156,0.04253926701570680628
AU,Brigalow tropical savanna,90253,3291,18814,9188,71439,81065,292899619.58494454,372695048.80724186,0.02680123064248291132,0.01445714489192750062
AU,Cape York Peninsula tropical savanna,35536,1220,17835,12763,17701,22773,157476978.47816299,215256757.22647456,0.09039224664224664225,0.08953643289037679773
AU,Carnarvon xeric shrublands,12322,985,6996,5646,5326,6676,73976399.415679272845,145429907.612400584321,0.04226903483409059617,0.03231271935132518456
AU,Carpentaria tropical savanna,11561,928,6627,3913,4934,7648,109095653.040394429548,234276211.95398322,0.04382173200178864212,0.03677058353317346123
AU,Central Ranges xeric scrub,28912,1769,14429,11754,14483,17158,196352454.12285556,256366834.86441616,0.09365150832958126970,0.09047662196447988402
AU,Coolgardie woodlands,5022,538,2913,1972,2109,3050,83275096.774193548387,175176653.76344086,0.05463576158940397351,0.04142818206595802671
AU,Eastern Australia mulga shrublands,26194,1280,11362,7041,14832,19153,130246070.39780102,217383102.57310835,0.11344271873022055602,0.09823807477438762355
AU,Eastern Australian temperate forests,1231890,18808,126147,70949,1105743,1160941,414100533.69310572,509863713.03411831,0.01695006705358456018,0.01113906887165701449
AU,Einasleigh upland savanna,34166,3278,13616,12225,20550,21941,207041564.69004273,232264482.63185623,0.10478654592496765847,0.09505932353462015229
AU,Esperance mallee,13714,1310,7976,6377,5738,7337,90015135.015312819017,144303794.429050605221,0.09211270793255629739,0.08611581780125585568
AU,Eyre and York mallee,16630,1517,7195,4750,9435,11880,161522758.19603127,188126481.97233915,0.04566483893077450308,0.04704301075268817204
AU,Gibson desert,337,60,262,171,75,166,37016631.454005934718,88567947.774480712166,0.13194444444444444444,0.09649122807017543860
AU,Great Sandy-Tanami desert,12734,1613,7290,4895,5444,7839,79085148.295900738181,183112430.97220041,0.05946163117717959020,0.03859686533745601877
AU,Great Victoria desert,1201,255,913,531,288,670,59634776.353039134055,208554348.70940883,0.04013961605584642234,0.06002265005662514156
AU,Jarrah-Karri forest and shrublands,18780,1821,8197,6977,10583,11803,165447194.37699681,192122035.01597444,0.04440815056773992845,0.03753895209797811436
AU,Kimberly tropical savanna,79195,2105,24821,13415,54374,65780,403362933.55893680,500285292.75838121,0.05033800859236795552,0.03856139063690492988
AU,Lord Howe Island subtropical forests,2007,311,1253,1312,754,695,85644096.860986547085,79708283.408071748879,0.08574007220216606498,0.07243650047036688617
AU,Mitchell grass downs,30710,1401,16604,8836,14106,21874,97136661.569521328557,220188877.94203842,0.17828503736103517405,0.12421131230166137764
AU,Mount Lofty woodlands,59963,3432,12773,9652,47190,50311,287587925.08713707,318580923.35606958,0.01741972774201263628,0.01306915602971994666
AU,Murray-Darling woodlands and mallee,122785,3514,27067,13444,95718,109341,328394794.38693652,448478965.71079529,0.05876767639521377607,0.03512190075519845512
AU,Naracoorte woodlands,22159,1804,6385,4500,15774,17659,312402179.30412022,359818689.57985469,0.04169004601054875996,0.02444642202795372455
AU,Nullarbor Plains xeric shrublands,2222,435,1649,1266,573,956,65458965.256525652565,159877989.55895590,0.04000000000000000000,0.10888443553774215097
AU,Pilbara shrublands,12827,718,5050,3487,7777,9340,114320880.392921181882,258159259.56186170,0.03225806451612903226,0.03613541270445036135
AU,Queensland tropical rain forests,181655,6552,67817,58442,113838,123213,268922747.93427101,312609021.71699100,0.06992575116230657137,0.06702015128432005216
AU,Simpson desert,27372,1194,15979,7268,11393,20104,94279047.435335379220,210497577.55370452,0.16134637342997567393,0.12607415177310687054
AU,Southeast Australia temperate forests,1214082,14679,90595,45787,1123487,1168295,468879214.55321799,568524208.12169195,0.01282759695830662902,0.00741174801745450615
AU,Southeast Australia temperate savanna,148102,4440,32769,12278,115333,135824,317758657.96275540,444012066.53792656,0.05027251532416199608,0.02380515743144114660
AU,Southwest Australia savanna,19288,1537,8828,5285,10460,14003,97954723.351306511821,204154169.39029448,0.05479452054794520548,0.04732115205946113348
AU,Southwest Australia woodlands,37627,2429,13832,11003,23795,26624,170743708.93241555,214170637.80795705,0.07093968104116794228,0.07103790585185419367
AU,Swan Coastal Plain Scrub and Woodlands,95087,3855,14943,12518,80144,82569,269707829.03235984,275862665.28968208,0.01226166171185691942,0.01227509276329607244
AU,Tasmanian Central Highland forests,63568,3480,14510,13181,49058,50387,274329423.15630506,267856050.49081299,0.04654331216054496916,0.04596266550900803126
AU,Tasmanian temperate forests,29775,2383,9881,7878,19894,21897,172369082.35768262,208826583.05289673,0.04383705191459634109,0.03896909775369213585
AU,Tasmanian temperate rain forests,58355,3251,21072,18041,37283,40314,200751884.29440494,247320003.70148231,0.08389597943982227643,0.08102434055997838242
AU,Tirari-Sturt stony desert,29210,1879,16203,7916,13007,21294,106464029.25025676,245203960.17802123,0.10984573972460917279,0.06923801334807353724
AU,Victoria Plains tropical savanna,5968,881,3242,2205,2726,3763,104844937.80160858,192806985.52278820,0.11809045226130653266,0.09441233140655105973
AU,Western Australian Mulga shrublands,6843,507,3546,2038,3297,4805,79197424.287593160894,195159620.51731697,0.06439801852250699978,0.04131944444444444444
AU,,267743,14078,66961,,200782,,319268967.59355053,,0.04666339700339779872,0.00000000000000000000
AW,Amazon-Orinoco-Southern Caribbean mangroves,18270,1512,6023,4956,12247,13314,329906492.21674877,323607620.09852217,0.04317311782220331774,0.04446262956901254774
AW,Caribbean shrublands,704,45,27,57,677,647,90048927.272727272727,99688786.363636363636,0.00146198830409356725,0.00000000000000000000
AW,,4266,1138,2098,,2168,,244981549.36708861,,0.04758418740849194729,
AZ,Azerbaijan shrub desert and steppe,6162,363,2981,1628,3181,4534,148323266.99123661,227694272.24926972,0.06567303213786679087,0.06958665149791429655
AZ,Caspian Hyrcanian mixed forests,1448,116,683,685,765,763,228655153.59116022,211758046.40883978,0.07928802588996763754,0.08460918614020950846
AZ,Caucasus mixed forests,1809,149,1092,385,717,1424,118840788.05970149,161394817.91044776,0.04003906250000000000,0.06479750778816199377
AZ,Eastern Anatolian montane steppe,487,52,186,149,301,338,82703605.749486652977,156016933.05954825,0.05459057071960297767,0.09263657957244655582
AZ,Lake,870,159,446,329,424,541,117285715.86206897,195072827.58620690,0.08620689655172413793,0.06259097525473071325
BA,Balkan mixed forests,75,48,49,25,26,50,71129088.000000000000,115625088.00000000,0.00000000000000000000,0.00000000000000000000
BA,Dinaric Mountains mixed forests,2356,354,1024,819,1332,1537,107020592.19015280,140452478.09847199,0.03738910012674271229,0.03206997084548104956
BA,Illyrian deciduous forests,2154,460,1207,897,947,1257,65390841.225626740947,101004006.68523677,0.05676516329704510109,0.04727030625832223702
BA,Pannonian mixed forests,532,132,307,124,225,408,94598742.857142857143,200190586.46616541,0.00000000000000000000,0.00483091787439613527
BA,,1,1,0,,1,,31190400.000000000000,,0.00000000000000000000,
BB,Caribbean shrublands,14578,1255,4355,2987,10223,11591,253844699.46494718,296227348.82699959,0.07675906183368869936,0.05596453732288450883
BB,,1947,490,805,,1142,,248924346.37904468,,0.10652173913043478261,0.00000000000000000000
BD,Lower Gangetic Plains moist deciduous forests,32393,663,2883,1794,29510,30599,366011311.18451517,478848798.98743556,0.02685849761293884577,0.01886672797032057583
BD,Meghalaya subtropical forests,17,13,3,10,14,7,101103247.058823529412,22768941.176470588235,0.00000000000000000000,0.12500000000000000000
BD,Mizoram-Manipur-Kachin rain forests,127,35,56,52,71,75,134427514.96062992,86462588.976377952756,0.14141414141414141414,0.17307692307692307692
BD,Myanmar Coast mangroves,230,63,43,52,187,178,124480236.52173913,216986838.26086957,0.07042253521126760563,0.11538461538461538462
BD,Myanmar coastal rain forests,1,1,0,1,1,0,123033600.000000000000,0.00000000000000000000,0.00000000000000000000,
BD,Sundarbans freshwater swamp forests,2553,91,107,120,2446,2433,243085976.96827262,225774368.03760282,0.00444803881924787707,0.00406008932196508323
BD,Sundarbans mangroves,3271,200,1013,892,2258,2379,112452835.70773464,137335613.08468358,0.09443339960238568588,0.07657217334636689475
BD,Terai-Duar savanna and grasslands,101,31,33,39,68,62,130276657.42574257,100995611.88118812,0.21839080459770114943,0.24390243902439024390
BD,,1357,132,252,,1105,,142888600.14738394,,0.02996575342465753425,
BE,Atlantic mixed forests,165278,5342,11868,6650,153410,158628,586880980.94120210,633848643.64767241,0.00264304685284030840,0.00184305219473664414
BE,Western European broadleaf forests,10855,937,1656,827,9199,10028,384571780.59880240,466753279.70520497,0.01045259747047141215,0.00774889651790093183
BE,,4659,306,171,,4488,,667857553.63811977,,0.00309460654288240495,
BF,Sahelian Acacia savanna,7,4,3,2,4,5,4591542.857142857143,10713600.000000000000,0.00000000000000000000,0.00000000000000000000
BF,West Sudanian savanna,1364,117,338,161,1026,1203,92571835.777126099707,139362883.28445748,0.01575532900834105653,0.01041666666666666667
BG,Aegean and Western Turkey sclerophyllous and mixed forests,28,13,13,12,15,16,177616800.00000000,159864685.71428571,0.00000000000000000000,0.00000000000000000000
BG,Balkan mixed forests,53637,1718,12214,8555,41423,45082,291905720.72263549,358380381.36361094,0.04669745462356352701,0.05087923059681724637
BG,East European forest steppe,3450,376,1048,1100,2402,2350,326392954.43478261,323564443.82608696,0.08268551236749116608,0.08315488936473947181
BG,Euxine-Colchic broadleaf forests,35,22,14,22,21,13,240727680.00000000,140432091.42857143,0.04166666666666666667,0.06250000000000000000
BG,Pontic steppe,1810,368,660,683,1150,1127,276792185.63535912,249062368.17679558,0.09615384615384615385,0.09693877551020408163
BG,Rodope montane mixed forests,31540,1252,5629,4946,25911,26594,305564880.76093849,333241688.06594800,0.03076923076923076923,0.03398920424865053108
BG,,3616,629,1232,,2384,,217214187.61061947,,0.08626198083067092652,
BH,Persian Gulf desert and semi-desert,1196,138,203,264,993,932,160144856.18729097,193451839.46488294,0.00193986420950533463,0.00309597523219814241
BH,,1264,180,228,,1036,,180003873.41772152,,0.01022304832713754647,
BI,Albertine Rift montane forests,450,43,123,89,327,361,110112960.00000000,429489984.00000000,0.01775147928994082840,0.00550964187327823691
BI,Central Zambezian Miombo woodlands,280,41,171,114,109,166,200115668.57142857,327247714.28571429,0.00847457627118644068,0.00000000000000000000
BI,Lake,81,40,55,25,26,56,101468800.00000000,207238400.00000000,0.00000000000000000000,0.00000000000000000000
BI,Victoria Basin forest-savanna mosaic,15,7,11,10,4,5,11646720.000000000000,51022080.000000000000,0.00000000000000000000,0.00000000000000000000
BJ,Guinean forest-savanna mosaic,604,95,314,203,290,401,106605298.01324503,247675184.10596026,0.02535211267605633803,0.05555555555555555556
BJ,Nigerian lowland forests,23,4,3,4,20,19,31520973.913043478261,20818643.478260869565,0.00000000000000000000,0.00000000000000000000
BJ,West Sudanian savanna,587,58,293,117,294,470,44785962.521294718910,150001439.18228279,0.01416430594900849858,0.03515625000000000000
BJ,,3,2,3,,0,,0.00000000000000000000,,,
BL,Bahamian-Antillean mangroves,463,113,225,155,238,308,111124582.28941685,217266142.54859611,0.01027397260273972603,0.01120448179271708683
BL,,160,76,101,,59,,77176800.000000000000,,0.00000000000000000000,
BM,Bermuda subtropical conifer forests,18455,456,822,896,17633,17559,736668558.28772690,697844742.86643186,0.00531914893617021277,0.00539477381286878337
BM,,35309,1092,3217,,32092,,680038981.65340282,,0.00731588853135814462,
BN,Borneo lowland rain forests,1170,209,569,374,601,796,63154412.307692307692,132177600.00000000,0.01828410689170182841,0.02876869965477560414
BN,Borneo montane rain forests,5,1,5,5,0,0,691200.000000000000,604800.000000000000,,
BN,Borneo peat swamp forests,610,133,244,240,366,370,105713091.14754098,102730308.19672131,0.00000000000000000000,0.00000000000000000000
BN,Sunda Shelf mangroves,8,8,5,6,3,2,24710400.000000000000,145562400.00000000,0.00000000000000000000,0.00000000000000000000
BN,,25,16,17,,8,,51172992.000000000000,,0.00000000000000000000,
BO,Beni savanna,9848,511,3690,3047,6158,6801,111697433.95613323,150273489.84565394,0.16799630015030639380,0.15645342312008978676
BO,Bolivian Yungas,14880,928,7419,6181,7461,8699,142503149.03225806,201928749.67741935,0.25431823609010586643,0.25061557402277623884
BO,Bolivian montane dry forests,12811,1037,6670,6071,6141,6740,119323201.873390055421,145273281.024119896964,0.25754546320099019328,0.25681438902280734285
BO,Central Andean dry puna,3723,703,2814,2266,909,1457,36920764.544721998388,93409701.853344077357,0.19436201780415430267,0.17885499373171750940
BO,Central Andean puna,3974,682,2133,1366,1841,2608,118742342.02315048,187473411.57523905,0.24621689785624211854,0.21380910937046707282
BO,Central Andean wet puna,7753,1119,4091,2776,3662,4977,87428397.368760479814,153848923.92622211,0.22780598844335492908,0.14550055353471453424
BO,Cerrado,140,15,44,37,96,103,85700777.142857142857,196257600.00000000,0.00000000000000000000,0.00000000000000000000
BO,Chiquitano dry forests,10334,915,2954,2491,7380,7843,194059157.26727308,214163201.54828721,0.10424228675136116152,0.09693264927409671433
BO,Dry Chaco,6336,554,2903,2086,3433,4250,132988172.72727273,196168704.54545455,0.26243194192377495463,0.20469565217391304348
BO,Lake,1141,457,793,466,348,675,67356637.335670464505,199575746.18755478,0.31364829396325459318,0.19848975188781014024
BO,Madeira-Tapajós moist forests,523,99,276,201,247,322,69873315.487571701721,143986673.80497132,0.09536784741144414169,0.13238770685579196217
BO,Pantanal,145,33,90,46,55,99,42170350.344827586207,109482504.82758621,0.10975609756097560976,0.13913043478260869565
BO,Southern Andean Yungas,2338,479,1352,1004,986,1334,88874668.947818648417,145383557.91274594,0.25181869054280917739,0.23244929797191887676
BO,Southwest Amazon moist forests,5934,560,2209,1191,3725,4743,140413380.78867543,245543733.06370071,0.14725050916496945010,0.10822193737410730635
BQ,Amazon-Orinoco-Southern Caribbean mangroves,8563,912,2386,1833,6177,6730,164087211.30444938,190707149.17669041,0.05284319356691556577,0.03971611846594786406
BQ,Caribbean shrublands,11680,732,1939,1422,9741,10258,235927930.68493151,256297403.83561644,0.03590184283395397689,0.03006197391545647951
BQ,Lesser Antillean dry forests,1876,58,147,160,1729,1716,108218809.38166311,107879749.25373134,0.01530612244897959184,0.01541976013706453455
BQ,,3834,614,1000,,2834,,176813340.84507042,,0.02000000000000000000,
BR,Alto Paraná Atlantic forests,191967,5819,28744,19168,163223,172799,421956769.06968385,475354560.61510572,0.05220807550193651783,0.03961250407033539564
BR,Amazon-Orinoco-Southern Caribbean mangroves,1295,198,547,412,748,883,101135236.44787645,135374722.47104247,0.10470701248799231508,0.12627669452181987001
BR,Araucaria moist forests,53871,2000,10016,5888,43855,47983,174681671.10319096,225293942.99715988,0.04769246582382567581,0.03523088391070657931
BR,Atlantic Coast restingas,7824,867,1721,1453,6103,6371,138177607.36196319,134221803.68098160,0.06960185992444056960,0.06471846044191019244
BR,Atlantic dry forests,3859,515,1902,1476,1957,2383,81650418.035760559731,105531700.44052863,0.16712162572035183500,0.16100702576112412178
BR,Bahia coastal forests,36548,1561,13297,10129,23251,26419,139158081.55849841,184665125.62110102,0.13298791018998272884,0.12224381947397193707
BR,Bahia interior forests,38820,1625,6243,3973,32577,34847,176074341.88562597,235561823.55486862,0.04052915402763734412,0.03395613322502030869
BR,Caatinga,48328,1571,18004,12246,30324,36082,138178403.70799537,215221838.63598742,0.12079484477984955774,0.10615552226610377230
BR,Caatinga Enclaves moist forests,5750,496,1979,1960,3771,3790,209402871.65217391,184619670.26086957,0.15717628705148205928,0.14957264957264957265
BR,Campos Rupestres montane savanna,21364,1732,5542,4878,15822,16486,171483819.50945516,207573658.41602696,0.11275531471446436015,0.10691823899371069182
BR,Cerrado,173823,5635,46871,25281,126952,148542,161837516.42532921,249893705.05859409,0.09648444354896366153,0.06857863679642915623
BR,Chiquitano dry forests,2292,345,1345,1061,947,1231,40949491.099476439791,88192686.910994764398,0.15931989924433249370,0.15547905909351692484
BR,Dry Chaco,5,5,4,1,1,4,144408960.00000000,837768960.00000000,0.00000000000000000000,0.00000000000000000000
BR,Fernando de Noronha-Atol das Rocas moist forests,607,144,514,514,93,93,47446125.864909390445,47403139.373970345964,0.09615384615384615385,0.09615384615384615385
BR,Guianan Highlands moist forests,95,41,73,65,22,30,50644042.105263157895,61771452.631578947368,0.15517241379310344828,0.25396825396825396825
BR,Guianan moist forests,372,36,191,155,181,217,78568954.838709677419,104675458.06451613,0.02006688963210702341,0.01572327044025157233
BR,Guianan piedmont and lowland moist forests,254,62,145,127,109,127,55133064.566929133858,79568617.322834645669,0.31578947368421052632,0.31372549019607843137
BR,Guianan savanna,4097,326,2181,1624,1916,2473,85081055.601659751037,140417039.58994386,0.15934387814879906268,0.21777290181020296215
BR,Gurupa varzeá,31,19,21,20,10,11,16418787.096774193548,16117780.645161290323,0.40000000000000000000,0.18181818181818181818
BR,Humid Chaco,205,47,106,92,99,113,74630634.146341463415,112776444.87804878,0.19642857142857142857,0.16000000000000000000
BR,Iquitos varzeá,832,132,522,267,310,565,51266873.076923076923,134317419.23076923,0.27931034482758620690,0.16801075268817204301
BR,Japurá-Solimoes-Negro moist forests,15219,1066,7690,6784,7529,8435,97029135.895919574216,118979992.903607332939,0.18084206966520121745,0.20414371454410918359
BR,Juruá-Purus moist forests,365,43,287,287,78,78,40993367.671232876712,40466446.027397260274,0.00000000000000000000,0.00000000000000000000
BR,Madeira-Tapajós moist forests,19834,1008,9802,6611,10032,13223,102732161.41978421,204635764.52556217,0.25101978691019786910,0.18904171876776173696
BR,Marajó varzeá,790,137,407,367,383,423,79914312.911392405063,63530466.835443037975,0.07088122605363984674,0.04477611940298507463
BR,Maranhão Babaçu forests,3229,221,1080,887,2149,2342,113738736.69866832,142786609.35274079,0.03745743473325766175,0.04048295454545454545
